Latitude,Longitude,state_id,state_name,county_name,population,density,Nearby Cities
40.55,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Hunterdon, Hunterdon, Somerset, Hunterdon, Somerset, Somerset, Somerset, Hunterdon, Hunterdon, Somerset, Somerset, Somerset, Somerset, Hunterdon, Somerset, Somerset, Somerset, Somerset",143368,16280.5,"Hillsborough, Bradley Gardens, Somerville, Martinsville, The Hills, Manville, Blackwells Mills, Green Knoll, Bridgewater Center, Finderne, Belle Mead, Neshanic Station, Flemington, White House Station, Weston, Annandale, Bedminster, Flagtown, Griggstown, Ringoes, Three Bridges, East Millstone, Neshanic, Harlingen, Pluckemin, Oldwick, Skillman, Lamington, Blawenburg, Zarephath"
40.65,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Hunterdon, Hunterdon, Morris, Hunterdon, Somerset, Hunterdon, Somerset, Somerset, Somerset, Hunterdon, Hunterdon, Somerset, Somerset, Hunterdon, Hunterdon, Somerset",111151,11982.1,"Bradley Gardens, Somerville, Martinsville, The Hills, Basking Ridge, Bernardsville, Green Knoll, Bridgewater Center, Lyons, Neshanic Station, White House Station, High Bridge, Long Valley, Annandale, Liberty Corner, Glen Gardner, Bedminster, Flagtown, Far Hills, Califon, Three Bridges, Neshanic, Pluckemin, Pottersville, Oldwick, Lamington"
40.75,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Somerset, Warren, Morris, Morris, Morris, Somerset, Somerset, Morris, Warren, Hunterdon, Hunterdon, Morris, Morris, Hunterdon, Somerset, Hunterdon, Somerset, Morris, Somerset, Hunterdon, Warren, Warren, Somerset, Hunterdon, Hunterdon, Warren, Somerset, Warren",101765,12206.9,"The Hills, Hackettstown, Budd Lake, Succasunna, Flanders, Basking Ridge, Bernardsville, Ledgewood, Beattystown, White House Station, High Bridge, Netcong, Long Valley, Annandale, Liberty Corner, Glen Gardner, Bedminster, Brookside, Far Hills, Califon, Vienna, Anderson, Pluckemin, Pottersville, Oldwick, Port Colden, Lamington, Port Murray"
40.85,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Morris, Sussex, Morris, Warren, Morris, Morris, Morris, Morris, Morris, Morris, Warren, Morris, Warren, Sussex, Morris, Morris, Sussex, Morris, Morris, Morris, Morris, Hunterdon, Warren, Morris, Warren, Hunterdon, Warren, Warren",135035,20179.7,"Dover, Hopatcong, Lake Hopatcong, Hackettstown, Budd Lake, Succasunna, Flanders, Wharton, Mount Arlington, Ledgewood, Beattystown, Landing, Panther Valley, Stanhope, Netcong, Long Valley, Byram Center, Victory Gardens, Kenvil, Brookside, Port Morris, Califon, Vienna, Lower Berkshire Valley, Johnsonburg, Pottersville, Great Meadows, Port Murray"
40.95,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Morris, Sussex, Morris, Warren, Morris, Morris, Sussex, Morris, Sussex, Morris, Morris, Morris, Warren, Morris, Warren, Sussex, Morris, Morris, Sussex, Morris, Morris, Warren, Morris, Warren, Warren, Warren",149929,18573.5,"Dover, Hopatcong, Lake Hopatcong, Hackettstown, Budd Lake, Succasunna, Lake Mohawk, Flanders, Newton, Wharton, Mount Arlington, Ledgewood, Beattystown, Landing, Panther Valley, Stanhope, Netcong, Mount Hope, Byram Center, Kenvil, Port Morris, Vienna, Lower Berkshire Valley, Johnsonburg, Great Meadows, Marksboro"
41.05,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Sussex, Morris, Sussex, Sussex, Morris, Sussex, Morris, Warren, Sussex, Morris, Sussex, Sussex, Sussex, Morris, Sussex, Warren, Warren, Sussex",77831,10700.6,"Hopatcong, Lake Hopatcong, Lake Mohawk, Newton, Mount Arlington, Franklin, Landing, Panther Valley, Stanhope, Netcong, Ogdensburg, Byram Center, Crandon Lakes, Port Morris, Branchville, Johnsonburg, Marksboro, Ross Corner"
41.15,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, PA, PA, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey","Sussex, Sussex, Sussex, Sussex, Sussex, Sussex, Pike, Pike, Sussex, Sussex, Sussex, Sussex",36044,6202.1,"Lake Mohawk, Newton, Franklin, Hamburg, Ogdensburg, Sussex, Birchwood Lakes, Pocono Ranch Lands, Crandon Lakes, Layton, Branchville, Ross Corner"
41.25,-74.75,"NY, PA, PA, PA, NJ, PA, PA, NY, NJ, NJ, NJ, NY, NJ","New York, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New York, New Jersey, New Jersey, New Jersey, New York, New Jersey","Orange, Pike, Pike, Pike, Sussex, Pike, Pike, Orange, Sussex, Sussex, Sussex, Orange, Sussex",26902,7706.2,"Port Jervis, Pocono Woodland Lakes, Gold Key Lake, Matamoras, Sussex, Birchwood Lakes, Milford, Sparrow Bush, Crandon Lakes, Layton, Branchville, Unionville, Ross Corner"
41.35,-74.75,"NY, PA, PA, PA, PA, PA, NY, NJ, NY","New York, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New York, New Jersey, New York","Orange, Pike, Pike, Pike, Pike, Pike, Orange, Sussex, Orange",23069,5809.7,"Port Jervis, Pocono Woodland Lakes, Gold Key Lake, Matamoras, Birchwood Lakes, Milford, Sparrow Bush, Layton, Unionville"
41.45,-74.75,"NY, PA, NY, PA, NY, NY, NY","New York, Pennsylvania, New York, Pennsylvania, New York, New York, New York","Orange, Pike, Orange, Pike, Orange, Sullivan, Sullivan",15707,4934.3,"Port Jervis, Matamoras, Otisville, Milford, Sparrow Bush, Barryville, Eldred"
41.55,-74.75,"NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York","Sullivan, Sullivan, Orange, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",13320,1690,"Monticello, Rock Hill, Sparrow Bush, Smallwood, Kauneonga Lake, Kiamesha Lake, Barryville, Mongaup Valley, Eldred, Bridgeville, White Lake"
41.65,-74.75,"NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York","Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",20325,3177.1,"Monticello, Rock Hill, Fallsburg, South Fallsburg, Loch Sheldrake, Hurleyville, Woodridge, Smallwood, Kauneonga Lake, Woodbourne, Kiamesha Lake, Swan Lake, Mongaup Valley, Eldred, Bridgeville, White Lake"
41.75,-74.75,"NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York, New York","Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",19047,3526.2,"Monticello, Fallsburg, South Fallsburg, Loch Sheldrake, Hurleyville, Woodridge, Livingston Manor, Smallwood, Kauneonga Lake, Woodbourne, Jeffersonville, Kiamesha Lake, Swan Lake, Mongaup Valley, Bridgeville, White Lake"
41.85,-74.75,"NY, NY, NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York, New York, New York","Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan, Sullivan",7883,2189.7,"Fallsburg, Loch Sheldrake, Hurleyville, Livingston Manor, Woodbourne, Roscoe, Jeffersonville, Grahamsville, Swan Lake"
41.95,-74.75,"NY, NY","New York, New York","Sullivan, Sullivan",1305,277.8,"Livingston Manor, Roscoe"
42.05,-74.75,NY,New York,Delaware,656,364.2,Margaretville
42.15,-74.75,NY,New York,Delaware,656,364.2,Margaretville
42.25,-74.75,"NY, NY, NY","New York, New York, New York","Delaware, Delaware, Delaware",1346,759.4,"Margaretville, Hobart, Bloomville"
42.35,-74.75,"NY, NY, NY","New York, New York, New York","Delaware, Delaware, Delaware",1179,456,"Davenport Center, Hobart, Bloomville"
42.45,-74.75,"NY, NY, NY, NY, NY","New York, New York, New York, New York, New York","Delaware, Otsego, Delaware, Delaware, Schoharie",1809,690.6,"Davenport Center, Schenevus, Hobart, Bloomville, Jefferson"
42.55,-74.75,"NY, NY, NY, NY, NY","New York, New York, New York, New York, New York","Delaware, Otsego, Otsego, Schoharie, Otsego",1416,348.2,"Davenport Center, Schenevus, East Worcester, Jefferson, Westford"
42.65,-74.75,"NY, NY, NY, NY, NY","New York, New York, New York, New York, New York","Otsego, Otsego, Otsego, Otsego, Otsego",3109,773.3,"Cooperstown, Schenevus, Hartwick Seminary, East Worcester, Westford"
42.75,-74.75,"NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York","Otsego, Schoharie, Otsego, Otsego, Montgomery, Otsego",3429,876.3,"Cooperstown, Sharon Springs, Springfield Center, East Worcester, Ames, Westford"
42.85,-74.75,"NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York","Montgomery, Montgomery, Montgomery, Schoharie, Otsego, Montgomery",4507,1457.6,"Fort Plain, Palatine Bridge, Nelliston, Sharon Springs, Springfield Center, Ames"
42.95,-74.75,"NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York","Herkimer, Herkimer, Montgomery, Montgomery, Montgomery, Otsego, Montgomery",10651,2256.4,"Little Falls, Dolgeville, Fort Plain, Palatine Bridge, Nelliston, Springfield Center, Ames"
43.05,-74.75,"NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York","Herkimer, Herkimer, Montgomery, Herkimer, Montgomery, Herkimer",10531,2117,"Little Falls, Dolgeville, Fort Plain, East Herkimer, Nelliston, Salisbury Center"
43.15,-74.75,"NY, NY, NY","New York, New York, New York","Herkimer, Herkimer, Herkimer",7031,1040,"Little Falls, Dolgeville, Salisbury Center"
43.25,-74.75,"NY, NY","New York, New York","Herkimer, Herkimer",2435,577.7,"Dolgeville, Salisbury Center"
43.35,-74.75,,,,0,0,No cities found
43.45,-74.75,,,,0,0,No cities found
43.55,-74.75,,,,0,0,No cities found
43.65,-74.75,NY,New York,Herkimer,18,59.5,Eagle Bay
43.75,-74.75,NY,New York,Herkimer,18,59.5,Eagle Bay
43.85,-74.75,NY,New York,Herkimer,18,59.5,Eagle Bay
43.95,-74.75,,,,0,0,No cities found
44.05,-74.75,,,,0,0,No cities found
44.15,-74.75,NY,New York,St. Lawrence,124,2.5,Cranberry Lake
44.25,-74.75,NY,New York,St. Lawrence,124,2.5,Cranberry Lake
44.35,-74.75,NY,New York,St. Lawrence,124,2.5,Cranberry Lake
44.45,-74.75,,,,0,0,No cities found
44.55,-74.75,,,,0,0,No cities found
44.65,-74.75,"NY, NY","New York, New York","Franklin, St. Lawrence",519,117.6,"St. Regis Falls, Winthrop"
44.75,-74.75,"NY, NY","New York, New York","St. Lawrence, St. Lawrence",745,152.6,"Brasher Falls, Winthrop"
44.85,-74.75,"NY, NY, NY","New York, New York, New York","Franklin, St. Lawrence, St. Lawrence",4941,191.5,"Akwesasne, Brasher Falls, Winthrop"
44.95,-74.75,"NY, NY, NY","New York, New York, New York","Franklin, St. Lawrence, St. Lawrence",4941,191.5,"Akwesasne, Brasher Falls, Winthrop"
45.05,-74.75,NY,New York,Franklin,4196,38.9,Akwesasne
45.15,-74.75,,,,0,0,No cities found
45.25,-74.75,,,,0,0,No cities found
45.35,-74.75,,,,0,0,No cities found
45.45,-74.75,,,,0,0,No cities found
45.55,-74.75,,,,0,0,No cities found
45.65,-74.75,,,,0,0,No cities found
45.75,-74.75,,,,0,0,No cities found
45.85,-74.75,,,,0,0,No cities found
45.95,-74.75,,,,0,0,No cities found
46.05,-74.75,,,,0,0,No cities found
46.15,-74.75,,,,0,0,No cities found
46.25,-74.75,,,,0,0,No cities found
46.35,-74.75,,,,0,0,No cities found
46.45,-74.75,,,,0,0,No cities found
46.55,-74.75,,,,0,0,No cities found
46.65,-74.75,,,,0,0,No cities found
46.75,-74.75,,,,0,0,No cities found
46.85,-74.75,,,,0,0,No cities found
46.95,-74.75,,,,0,0,No cities found
47.05,-74.75,,,,0,0,No cities found
47.15,-74.75,,,,0,0,No cities found
47.25,-74.75,,,,0,0,No cities found
47.35,-74.75,,,,0,0,No cities found
47.45,-74.75,,,,0,0,No cities found
47.55,-74.75,,,,0,0,No cities found
47.65,-74.75,,,,0,0,No cities found
47.75,-74.75,,,,0,0,No cities found
47.85,-74.75,,,,0,0,No cities found
47.95,-74.75,,,,0,0,No cities found
48.05,-74.75,,,,0,0,No cities found
48.15,-74.75,,,,0,0,No cities found
48.25,-74.75,,,,0,0,No cities found
48.35,-74.75,,,,0,0,No cities found
48.45,-74.75,,,,0,0,No cities found
48.55,-74.75,,,,0,0,No cities found
48.65,-74.75,,,,0,0,No cities found
48.75,-74.75,,,,0,0,No cities found
48.85,-74.75,,,,0,0,No cities found
48.95,-74.75,,,,0,0,No cities found
49.05,-74.75,,,,0,0,No cities found
49.15,-74.75,,,,0,0,No cities found
49.25,-74.75,,,,0,0,No cities found
49.35,-74.75,,,,0,0,No cities found
49.45,-74.75,,,,0,0,No cities found
49.55,-74.75,,,,0,0,No cities found
49.65,-74.75,,,,0,0,No cities found
49.75,-74.75,,,,0,0,No cities found
49.85,-74.75,,,,0,0,No cities found
49.95,-74.75,,,,0,0,No cities found
24.05,-74.65,,,,0,0,No cities found
24.15,-74.65,,,,0,0,No cities found
24.25,-74.65,,,,0,0,No cities found
24.35,-74.65,,,,0,0,No cities found
24.45,-74.65,,,,0,0,No cities found
24.55,-74.65,,,,0,0,No cities found
24.65,-74.65,,,,0,0,No cities found
24.75,-74.65,,,,0,0,No cities found
24.85,-74.65,,,,0,0,No cities found
24.95,-74.65,,,,0,0,No cities found
25.05,-74.65,,,,0,0,No cities found
25.15,-74.65,,,,0,0,No cities found
25.25,-74.65,,,,0,0,No cities found
25.35,-74.65,,,,0,0,No cities found
25.45,-74.65,,,,0,0,No cities found
25.55,-74.65,,,,0,0,No cities found
25.65,-74.65,,,,0,0,No cities found
25.75,-74.65,,,,0,0,No cities found
25.85,-74.65,,,,0,0,No cities found
25.95,-74.65,,,,0,0,No cities found
26.05,-74.65,,,,0,0,No cities found
26.15,-74.65,,,,0,0,No cities found
26.25,-74.65,,,,0,0,No cities found
26.35,-74.65,,,,0,0,No cities found
26.45,-74.65,,,,0,0,No cities found
26.55,-74.65,,,,0,0,No cities found
26.65,-74.65,,,,0,0,No cities found
26.75,-74.65,,,,0,0,No cities found
26.85,-74.65,,,,0,0,No cities found
26.95,-74.65,,,,0,0,No cities found
27.05,-74.65,,,,0,0,No cities found
27.15,-74.65,,,,0,0,No cities found
27.25,-74.65,,,,0,0,No cities found
27.35,-74.65,,,,0,0,No cities found
27.45,-74.65,,,,0,0,No cities found
27.55,-74.65,,,,0,0,No cities found
27.65,-74.65,,,,0,0,No cities found
27.75,-74.65,,,,0,0,No cities found
27.85,-74.65,,,,0,0,No cities found
27.95,-74.65,,,,0,0,No cities found
28.05,-74.65,,,,0,0,No cities found
28.15,-74.65,,,,0,0,No cities found
28.25,-74.65,,,,0,0,No cities found
28.35,-74.65,,,,0,0,No cities found
28.45,-74.65,,,,0,0,No cities found
28.55,-74.65,,,,0,0,No cities found
28.65,-74.65,,,,0,0,No cities found
28.75,-74.65,,,,0,0,No cities found
28.85,-74.65,,,,0,0,No cities found
28.95,-74.65,,,,0,0,No cities found
29.05,-74.65,,,,0,0,No cities found
29.15,-74.65,,,,0,0,No cities found
29.25,-74.65,,,,0,0,No cities found
29.35,-74.65,,,,0,0,No cities found
29.45,-74.65,,,,0,0,No cities found
29.55,-74.65,,,,0,0,No cities found
29.65,-74.65,,,,0,0,No cities found
29.75,-74.65,,,,0,0,No cities found
29.85,-74.65,,,,0,0,No cities found
29.95,-74.65,,,,0,0,No cities found
30.05,-74.65,,,,0,0,No cities found
30.15,-74.65,,,,0,0,No cities found
30.25,-74.65,,,,0,0,No cities found
30.35,-74.65,,,,0,0,No cities found
30.45,-74.65,,,,0,0,No cities found
30.55,-74.65,,,,0,0,No cities found
30.65,-74.65,,,,0,0,No cities found
30.75,-74.65,,,,0,0,No cities found
30.85,-74.65,,,,0,0,No cities found
30.95,-74.65,,,,0,0,No cities found
31.05,-74.65,,,,0,0,No cities found
31.15,-74.65,,,,0,0,No cities found
31.25,-74.65,,,,0,0,No cities found
31.35,-74.65,,,,0,0,No cities found
31.45,-74.65,,,,0,0,No cities found
31.55,-74.65,,,,0,0,No cities found
31.65,-74.65,,,,0,0,No cities found
31.75,-74.65,,,,0,0,No cities found
31.85,-74.65,,,,0,0,No cities found
31.95,-74.65,,,,0,0,No cities found
32.05,-74.65,,,,0,0,No cities found
32.15,-74.65,,,,0,0,No cities found
32.25,-74.65,,,,0,0,No cities found
32.35,-74.65,,,,0,0,No cities found
32.45,-74.65,,,,0,0,No cities found
32.55,-74.65,,,,0,0,No cities found
32.65,-74.65,,,,0,0,No cities found
32.75,-74.65,,,,0,0,No cities found
32.85,-74.65,,,,0,0,No cities found
32.95,-74.65,,,,0,0,No cities found
33.05,-74.65,,,,0,0,No cities found
33.15,-74.65,,,,0,0,No cities found
33.25,-74.65,,,,0,0,No cities found
33.35,-74.65,,,,0,0,No cities found
33.45,-74.65,,,,0,0,No cities found
33.55,-74.65,,,,0,0,No cities found
33.65,-74.65,,,,0,0,No cities found
33.75,-74.65,,,,0,0,No cities found
33.85,-74.65,,,,0,0,No cities found
33.95,-74.65,,,,0,0,No cities found
34.05,-74.65,,,,0,0,No cities found
34.15,-74.65,,,,0,0,No cities found
34.25,-74.65,,,,0,0,No cities found
34.35,-74.65,,,,0,0,No cities found
34.45,-74.65,,,,0,0,No cities found
34.55,-74.65,,,,0,0,No cities found
34.65,-74.65,,,,0,0,No cities found
34.75,-74.65,,,,0,0,No cities found
34.85,-74.65,,,,0,0,No cities found
34.95,-74.65,,,,0,0,No cities found
35.05,-74.65,,,,0,0,No cities found
35.15,-74.65,,,,0,0,No cities found
35.25,-74.65,,,,0,0,No cities found
35.35,-74.65,,,,0,0,No cities found
35.45,-74.65,,,,0,0,No cities found
35.55,-74.65,,,,0,0,No cities found
35.65,-74.65,,,,0,0,No cities found
35.75,-74.65,,,,0,0,No cities found
35.85,-74.65,,,,0,0,No cities found
35.95,-74.65,,,,0,0,No cities found
36.05,-74.65,,,,0,0,No cities found
36.15,-74.65,,,,0,0,No cities found
36.25,-74.65,,,,0,0,No cities found
36.35,-74.65,,,,0,0,No cities found
36.45,-74.65,,,,0,0,No cities found
36.55,-74.65,,,,0,0,No cities found
36.65,-74.65,,,,0,0,No cities found
36.75,-74.65,,,,0,0,No cities found
36.85,-74.65,,,,0,0,No cities found
36.95,-74.65,,,,0,0,No cities found
37.05,-74.65,,,,0,0,No cities found
